FSNM2_pressure,Baltimore MD_pressure,Gaithersburg_pressure,SHIP_pressure,FSKM2_pressure,BLTM2_pressure,TCBM2_pressure,Baltimore-Martin MD_pressure,Carroll County_dewpoint,Baltimore-Martin MD_dewpoint,Gaithersburg_dewpoint,Baltimore MD_dewpoint,SHIP_dewpoint,Gaithersburg_dps,Baltimore MD_dps,Carroll County_dps,Baltimore-Martin MD_dps,SHIP_dps,Gaithersburg_wbt,Baltimore-Martin MD_wbt,Baltimore MD_wbt,SHIP_wbt,Carroll County_temp,FSKM2_temp,Gaithersburg_temp,TCBM2_temp,Baltimore-Martin MD_temp,Baltimore MD_temp,FSNM2_temp,BLTM2_temp,time,precipitation
1010.4,1010.2,1012.3,1010.9,1010.5,1010.1,1010.7,1010.0,60.8,64.0,57.0,61.0,62.1,14.0,10.1,1.8,9.0,9.5,62.1,66.6,64.4,65.3,62.6,67.55999999999999,71.1,65.7,72.0,71.1,69.4,69.6,2023-04-15/18:00,"[1, 1, 0, 0]"
1011.2,1010.8,1012.7,1011.7,1011.3,1010.8,1011.6,1011.5,60.8,64.4,60.1,62.1,62.4,13.0,11.9,1.8,12.1,9.9,64.6,66.9,66.0,65.7,62.6,71.46000000000001,73.0,66.0,75.0,73.9,68.2,70.9,2023-04-15/17:00,"[1, 0, 0, 0]"
1012.0,1011.8,1013.6,1012.6,1012.1,1011.7,1012.3,1012.6,64.4,64.4,64.0,64.0,63.0,2.9,0.9,1.8,2.0,0.9,64.9,63.5,64.4,63.3,66.2,64.91999999999999,66.9,65.1,64.9,64.9,63.1,63.1,2023-04-15/13:00,"[0, 1, 0, 0]"
1012.0,1011.7,1013.3,1012.8,1012.2,1011.8,1012.4,1012.3,64.4,62.6,63.0,63.0,62.6,1.1,1.1,0.0,2.0,0.7,63.3,62.6,63.3,63.0,64.4,65.47999999999999,64.0,64.2,64.0,64.0,63.1,63.3,2023-04-15/12:00,"[1, 0, 0, 0]"
1011.6,1011.3,1012.9,1012.3,1011.8,1011.4,1011.9,1012.2,64.4,62.6,63.0,62.1,62.6,1.1,2.0,0.0,3.1,0.7,63.3,62.1,62.6,63.0,64.4,65.58,64.0,63.9,64.0,64.0,62.8,63.0,2023-04-15/11:00,"[1, 0, 1, 0]"
1011.2,1010.9,1012.7,1011.9,1011.3,1010.9,1011.7,1011.6,64.4,62.6,64.0,63.0,61.7,0.0,1.1,0.0,2.9,1.6,64.0,63.0,63.3,62.2,64.4,65.1,64.0,62.4,64.9,64.0,62.8,63.7,2023-04-15/10:00,"[1, 0, 0, 0]"
1011.2,1010.9,1012.4,1011.6,1011.3,1010.6,1011.5,1010.8,64.4,62.6,64.0,64.0,61.7,0.0,0.9,1.8,2.9,1.8,64.0,63.0,64.4,62.2,66.2,65.52000000000001,64.0,64.6,64.9,64.9,63.7,64.2,2023-04-15/09:00,"[0, 1, 1, 1]"
1011.1,1011.3,1012.2,1012.0,1011.2,1011.0,1011.7,1011.7,64.4,62.6,63.0,64.0,61.7,1.1,2.0,1.8,2.9,1.3,63.3,63.0,64.6,62.2,66.2,65.66,64.0,64.6,64.9,66.0,65.1,62.8,2023-04-15/08:00,"[0, 1, 0, 1]"
1011.0,1010.8,1012.5,1011.7,1011.2,1010.6,1011.5,1011.3,64.4,63.0,63.0,63.0,62.6,1.1,3.1,1.8,4.0,2.5,63.3,64.2,64.0,63.5,66.2,65.96000000000001,64.0,64.6,66.9,66.0,64.9,65.1,2023-04-15/07:00,"[0, 0, 0, 0]"
1011.5,1011.0,1013.1,1012.0,1011.4,1011.1,1011.7,1011.6,60.8,62.6,63.0,63.0,62.1,7.0,10.1,12.6,8.1,4.5,65.1,63.7,66.4,63.5,73.4,67.28,70.0,68.0,69.1,73.0,66.7,66.4,2023-04-15/01:00,"[0, 0, 0, 0]"
1011.0,1010.3,1012.6,1011.5,1011.0,1010.4,1011.3,1010.9,60.8,62.6,63.0,63.0,61.5,8.1,11.0,14.4,14.0,9.0,64.58,64.58000000000001,65.47999999999999,64.03999999999999,75.2,69.16,71.1,68.5,73.0,73.9,66.6,69.8,2023-04-15/00:00,"[0, 0, 0, 0]"
1029.7,1029.8,1032.3,1031.14,1030.2,1029.8,1030.4,1030.2,19.4,26.6,28.0,26.1,37.620000000000005,23.0,27.9,34.2,32.0,30.82,41.2,42.1,42.3,48.06,53.6,53.1,51.1,52.9,55.0,54.0,52.7,53.4,2023-04-07/15:00,"[0, 0, 0, 0]"
1029.0,1029.5,1031.7,1029.7,1029.5,1029.3,1029.6,1029.9,24.8,24.8,35.1,28.0,40.34,16.9,25.0,27.0,31.0,27.76,43.9,42.3,42.3,48.17999999999999,51.8,53.1,52.0,53.2,55.0,53.1,52.5,53.2,2023-04-07/14:00,"[0, 0, 0, 0]"
1028.4,1029.0,1030.9,1028.44,1029.2,1029.0,1029.5,1029.6,24.8,25.0,35.1,25.0,37.56,16.0,29.0,27.0,30.1,25.12,43.5,42.4,41.7,47.14,51.8,54.0,51.1,54.0,55.0,54.0,53.2,54.1,2023-04-07/13:00,"[0, 0, 0, 0]"
1028.4,1028.2,1030.6,1028.06,1028.4,1028.3,1029.1,1028.9,26.6,28.4,30.0,23.0,36.1,22.0,32.0,25.2,32.9,22.24,42.3,42.4,41.9,45.48,51.8,54.7,52.0,54.7,55.9,55.0,53.8,54.7,2023-04-07/12:00,"[0, 0, 0, 0]"
1027.5,1027.6,1029.5,1027.42,1027.9,1027.7,1028.0,1028.1,26.6,32.0,30.9,30.9,34.48,20.2,25.0,27.0,32.9,18.94,42.1,43.2,44.4,44.46,53.6,55.8,51.1,55.8,57.0,55.9,55.2,55.8,2023-04-07/11:00,"[0, 0, 0, 0]"
1023.6,1023.3,1025.7,1024.0,1023.7,1023.4,1023.7,1023.8,35.6,57.2,46.0,55.9,53.4,14.9,7.0,27.0,17.1,13.3,52.7,56.1,58.6,57.2,62.6,63.3,61.0,59.5,66.0,63.0,63.7,63.9,2023-04-07/02:00,"[0, 0, 0, 0]"
1023.1,1023.0,1025.4,1023.5,1023.2,1022.9,1023.3,1023.3,48.2,55.4,54.0,55.9,55.4,7.0,7.0,14.4,11.9,6.8,56.8,57.7,58.6,58.1,62.6,62.2,61.0,62.6,64.9,63.0,63.0,63.3,2023-04-07/01:00,"[0, 1, 0, 1]"
1020.6,1021.2,1023.8,1021.7,1021.3,1021.1,1021.9,1022.0,48.2,59.0,57.0,59.0,58.5,5.0,7.9,16.2,12.1,11.9,59.0,61.5,62.1,62.2,64.4,66.7,62.1,62.6,69.1,66.9,67.1,66.6,2023-04-07/00:00,"[0, 1, 0, 1]"
1020.0,1018.7,1022.7,1020.98,1019.2,1018.9,1018.9,1019.9,51.8,60.1,61.0,62.1,61.86,4.0,13.0,14.4,18.0,12.36,62.4,66.4,66.2,66.6,66.2,72.7,64.9,70.3,78.1,75.0,76.5,73.0,2023-04-06/23:00,"[0, 0, 1, 0]"
1017.6,1017.2,1020.4,1017.88,1017.8,1017.4,1018.0,1018.0,55.4,59.0,61.0,57.9,61.720000000000006,14.0,24.1,16.2,23.0,24.160000000000004,65.8,65.3,66.6,67.86,71.6,74.5,75.0,71.2,80.1,82.0,79.7,73.8,2023-04-06/22:00,"[0, 0, 0, 0]"
1017.0,1016.7,1018.5,1017.7,1016.8,1016.8,1017.9,1017.4,41.0,46.4,43.0,39.9,45.5,23.9,28.1,25.2,19.1,13.3,53.8,52.0,53.1,51.6,66.2,57.620000000000005,66.9,59.7,62.1,68.0,56.7,56.5,2023-04-03/18:00,"[0, 0, 0, 1]"
1001.3,1002.0,1005.2,1002.3,1001.1,1001.9,1001.6,1002.1,35.6,39.2,35.1,36.0,38.1,13.0,17.1,12.6,20.0,16.2,43.48,44.1,44.18000000000001,47.6,48.2,50.48,48.0,53.6,54.0,53.1,52.3,53.4,2023-04-02/02:00,"[0, 0, 0, 0]"
998.8,999.7,1003.2,999.4,998.1,999.8,998.2,1000.4,37.4,36.0,41.0,37.9,38.1,7.9,18.0,16.2,23.0,20.3,42.1,44.6,44.8,45.5,53.6,58.9,48.9,57.0,59.0,55.9,56.3,57.7,2023-04-02/01:00,"[0, 0, 0, 0]"
997.5,997.9,1001.2,998.0,997.0,997.5,997.0,997.9,42.8,46.4,43.0,44.1,44.4,14.0,14.9,14.4,20.9,17.6,49.5,51.6,51.1,52.3,57.2,62.02,57.0,59.9,63.0,59.0,61.0,61.9,2023-04-02/00:00,"[0, 0, 0, 0]"
995.3,995.3,997.8,995.7,995.2,995.0,994.9,995.6,46.4,55.4,46.0,48.9,48.0,16.9,16.0,14.4,20.9,17.1,53.4,55.0,55.6,55.2,60.8,63.02,63.0,62.8,71.6,64.9,61.7,65.5,2023-04-01/23:00,"[1, 1, 1, 0]"
991.7,991.6,994.3,992.3,991.7,991.4,992.3,991.9,50.0,55.4,48.0,55.9,57.0,23.9,17.1,14.4,20.0,13.7,56.96,58.2,58.7,58.720000000000006,64.4,64.38000000000001,72.0,67.3,73.9,73.0,71.1,70.0,2023-04-01/22:00,"[1, 0, 0, 0]"
992.7,992.7,994.6,993.0,992.5,992.1,993.4,993.0,48.2,57.2,52.0,52.0,54.0,23.9,25.0,27.0,27.0,22.3,57.9,61.5,62.2,62.1,75.2,75.7,75.9,70.0,77.0,77.0,74.3,75.4,2023-04-01/21:00,"[0, 0, 0, 0]"
1000.0,1000.2,1002.3,1000.7,1000.1,999.7,1000.9,1000.7,51.8,57.2,55.9,57.0,54.9,11.0,7.9,14.4,9.0,9.7,60.1,60.4,60.1,58.1,66.2,65.84,66.9,61.0,66.0,64.9,63.3,64.0,2023-04-01/17:00,"[0, 1, 0, 0]"
1001.9,1002.5,1003.7,1002.9,1002.3,1001.9,1003.4,1003.1,53.6,59.0,57.9,57.0,56.3,3.1,5.0,9.0,10.1,5.0,59.0,57.9,59.0,57.9,62.6,62.8,61.0,55.9,64.0,62.1,61.0,60.8,2023-04-01/16:00,"[1, 1, 1, 0]"
1002.4,1002.3,1005.0,1003.0,1002.4,1001.8,1003.0,1003.0,53.6,57.0,57.0,57.0,58.1,3.1,5.0,9.0,5.9,4.0,58.1,59.2,59.0,59.5,62.6,62.33999999999999,60.1,57.0,63.0,62.1,61.7,62.1,2023-04-01/15:00,"[1, 1, 1, 1]"
1002.5,1002.6,1005.7,1003.1,1002.3,1002.4,1002.9,1003.1,60.8,60.8,57.0,61.0,60.3,2.0,4.0,0.0,4.9,5.0,57.7,61.7,62.4,61.7,60.8,65.68,59.0,62.2,64.9,64.9,64.6,63.5,2023-04-01/14:00,"[1, 1, 1, 1]"
1002.8,1002.8,1005.2,1003.5,1002.9,1002.5,1003.3,1003.0,60.8,60.1,60.1,61.0,60.8,2.0,3.1,1.8,4.0,1.8,60.6,61.5,62.1,61.5,62.6,65.67999999999999,62.1,61.0,64.0,64.0,63.9,62.6,2023-04-01/13:00,"[1, 1, 1, 1]"
1002.9,1002.9,1004.8,1003.6,1003.0,1002.7,1003.6,1003.3,60.8,59.0,59.0,60.1,59.4,4.0,4.9,1.8,5.9,4.5,60.4,61.2,61.7,61.0,62.6,64.8,63.0,61.0,64.9,64.9,64.9,63.9,2023-04-01/12:00,"[0, 1, 1, 1]"
1003.4,1003.5,1004.9,1003.8,1003.4,1003.3,1004.2,1003.9,59.0,59.0,57.9,59.0,58.8,5.0,5.9,3.6,7.0,6.3,59.9,60.4,61.2,61.2,62.6,66.64000000000001,63.0,62.2,64.9,64.9,65.1,64.4,2023-04-01/11:00,"[0, 1, 0, 0]"
1003.7,1004.3,1006.1,1004.6,1003.9,1003.6,1005.1,1004.4,57.2,59.0,57.9,59.0,58.1,4.1,5.9,5.4,7.9,6.3,59.4,60.1,61.2,60.4,62.6,65.56,62.1,61.9,64.9,64.9,65.1,64.4,2023-04-01/10:00,"[0, 0, 1, 0]"
1005.4,1005.4,1007.1,1005.8,1005.5,1005.3,1006.1,1005.8,59.0,59.0,57.0,59.0,58.5,4.0,5.0,3.6,7.0,5.0,58.6,59.7,61.0,60.4,62.6,64.53999999999999,61.0,61.7,64.0,64.0,64.6,63.1,2023-04-01/09:00,"[1, 0, 0, 0]"
1006.4,1006.2,1008.4,1007.24,1006.3,1006.1,1007.4,1006.7,59.0,59.0,57.9,59.0,58.36,3.1,4.0,1.8,5.9,5.68,59.0,59.2,60.4,61.02,60.8,62.3,61.0,59.9,63.0,63.0,63.5,62.2,2023-04-01/08:00,"[1, 0, 0, 0]"
1007.7,1007.8,1010.1,1008.12,1007.6,1007.7,1008.6,1008.3,57.2,57.2,57.9,57.9,58.71999999999999,2.2,5.0,3.6,7.0,5.24,58.8,58.6,59.9,59.94,60.8,63.38,60.1,59.9,63.0,63.0,62.8,62.1,2023-04-01/07:00,"[1, 0, 1, 0]"
1008.6,1008.9,1010.8,1010.5,1008.8,1008.7,1009.9,1009.4,53.6,55.4,55.9,55.9,54.6,3.1,6.1,7.2,9.0,8.32,57.2,57.6,58.3,56.88000000000001,60.8,62.06,59.0,60.4,63.0,62.1,62.8,61.5,2023-04-01/06:00,"[0, 0, 0, 0]"
1010.2,1010.6,1012.3,1011.58,1010.3,1010.1,1011.3,1010.9,53.6,55.4,54.0,55.0,54.1,6.1,7.0,5.4,9.0,7.92,56.3,56.7,57.9,56.48,59.0,59.94,60.1,59.4,62.1,62.1,61.9,61.0,2023-04-01/05:00,"[0, 0, 0, 0]"
1014.2,1014.4,1016.6,1014.96,1014.3,1014.1,1015.1,1014.7,48.2,46.4,48.9,48.0,48.14,9.0,14.9,12.6,18.0,16.779999999999998,52.7,53.1,54.5,55.1,60.8,60.96,57.9,57.2,63.0,63.0,62.1,61.9,2023-04-01/01:00,"[0, 0, 0, 0]"
1009.8,1009.9,1012.0,1010.6,1010.2,1009.7,1010.5,1010.7,50.0,53.6,51.1,50.0,46.8,5.9,9.0,7.2,12.1,12.2,53.4,53.2,53.8,52.2,57.2,57.7,57.0,55.4,60.1,59.0,57.2,57.4,2023-03-27/20:00,"[0, 0, 0, 0]"
1010.5,1010.6,1012.7,1012.8,1010.8,1010.3,1011.3,1010.9,50.0,53.6,51.1,51.1,49.8,5.9,6.8,10.8,6.8,13.1,53.4,54.0,54.0,53.6,60.8,56.94,57.0,54.7,57.9,57.9,57.9,57.2,2023-03-27/19:00,"[0, 1, 0, 1]"
1011.9,1011.9,1013.3,1013.4,1011.9,1011.6,1011.3,1011.4,46.4,50.0,51.1,48.9,48.6,9.0,11.2,16.2,12.6,16.4,54.9,53.4,53.8,53.1,62.6,61.52,60.1,62.2,59.0,60.1,57.7,55.8,2023-03-27/18:00,"[0, 1, 0, 1]"
1005.9,1006.0,1007.7,1006.8,1006.2,1005.6,1006.3,1006.6,50.0,50.0,46.9,48.0,48.2,1.1,2.0,1.8,2.0,2.2,49.62,51.0,51.48,50.96000000000001,51.8,49.1,48.0,49.1,50.0,50.0,47.8,48.9,2023-03-25/20:00,"[0, 0, 0, 1]"
1006.5,1006.6,1008.2,1007.3,1006.7,1006.3,1006.7,1007.2,48.2,50.0,46.0,46.9,47.7,0.9,2.0,0.0,3.1,2.7,47.04,49.52,50.0,49.02,48.2,49.1,46.9,49.1,50.0,48.9,47.7,48.2,2023-03-25/19:00,"[0, 0, 0, 0]"
1006.5,1006.9,1008.9,1007.7,1007.1,1006.5,1007.4,1007.8,46.4,45.0,44.1,46.9,46.4,0.9,2.0,1.8,4.0,2.2,44.6,46.8,47.8,47.3,48.2,48.3,45.0,48.6,48.9,48.9,46.8,47.3,2023-03-25/18:00,"[0, 1, 0, 1]"
1008.7,1009.7,1010.6,1010.4,1009.7,1009.3,1009.9,1010.4,44.6,46.4,43.0,46.0,46.2,0.0,2.0,0.0,4.0,1.4,43.78,45.82,45.52,45.92,44.6,48.38,43.0,48.6,48.0,48.0,45.7,46.6,2023-03-25/17:00,"[0, 1, 1, 0]"
1007.3,1008.2,1012.5,1009.0,1008.7,1008.0,1009.6,1009.9,44.6,46.4,41.0,45.0,44.1,1.1,2.0,0.0,4.0,2.2,41.92,43.48,43.8,45.48,44.6,48.080000000000005,42.1,47.8,46.9,46.9,45.7,46.0,2023-03-25/16:00,"[0, 0, 0, 0]"
1010.5,1009.7,1012.6,1010.8,1010.0,1010.0,1011.0,1010.7,42.8,44.6,41.0,44.1,42.8,0.0,2.0,1.8,2.9,1.8,41.96,42.82000000000001,42.67999999999999,44.34000000000001,44.6,46.36,41.0,46.0,45.0,46.0,44.6,44.8,2023-03-25/15:00,"[0, 1, 0, 1]"
1011.6,1013.5,1013.7,1013.9,1013.7,1012.5,1014.2,1013.6,42.8,44.6,39.9,42.1,42.3,0.0,2.0,0.0,3.1,0.9,41.4,42.48,42.5,42.46,42.8,45.68,39.9,45.7,44.6,44.1,42.8,43.5,2023-03-25/14:00,"[1, 1, 1, 1]"
1012.2,1011.9,1016.1,1012.9,1012.4,1012.2,1012.1,1012.5,39.2,41.0,39.0,37.9,38.7,2.0,7.0,5.4,8.1,5.9,40.49999999999999,41.720000000000006,40.94,42.16,44.6,45.14,41.0,45.5,46.0,45.0,44.1,45.3,2023-03-25/13:00,"[1, 0, 0, 0]"
1014.0,1014.0,1015.2,1015.3,1014.6,1014.1,1014.6,1014.7,42.8,41.0,39.0,39.9,38.7,2.0,4.1,1.8,7.0,5.9,40.7,41.78,41.86,41.64,44.6,45.5,41.0,43.7,45.0,44.1,43.7,44.4,2023-03-25/10:00,"[1, 0, 0, 0]"
1014.9,1014.7,1016.3,1015.6,1015.0,1014.5,1015.2,1015.0,42.8,41.0,39.9,39.9,39.2,1.1,4.1,1.8,7.0,5.4,41.42,42.84,42.66,42.54,44.6,45.5,41.0,43.5,45.0,44.1,43.7,44.4,2023-03-25/09:00,"[0, 0, 0, 1]"
1014.3,1014.5,1015.9,1015.6,1014.9,1014.2,1015.3,1015.0,44.6,42.8,39.9,41.0,39.2,1.1,3.1,1.8,5.9,4.9,41.42,42.84,42.66,42.540000000000006,46.4,45.86,41.0,43.3,45.0,44.1,43.5,44.4,2023-03-25/08:00,"[0, 1, 1, 1]"
1015.2,1015.9,1017.1,1016.7,1016.1,1015.2,1015.8,1015.8,44.6,41.0,39.9,41.0,40.1,2.2,3.1,1.8,7.0,4.9,42.82000000000001,44.1,43.92,43.7,46.4,46.3,42.1,43.9,46.0,44.1,43.9,45.0,2023-03-25/07:00,"[0, 0, 0, 0]"
1016.0,1016.4,1017.7,1017.4,1016.7,1016.2,1016.9,1016.6,42.8,42.8,41.0,41.0,40.8,1.1,4.0,3.6,9.0,4.7,41.92,43.46,42.94,43.7,46.4,46.3,42.1,44.1,46.9,45.0,44.1,45.7,2023-03-25/05:00,"[0, 0, 0, 1]"
1016.8,1016.7,1018.6,1017.5,1016.8,1016.2,1016.7,1016.8,42.8,44.6,43.0,41.0,39.2,1.1,4.0,3.6,5.9,6.3,42.74,43.92,43.52,43.06,46.4,46.88,44.1,44.8,46.9,45.0,44.8,46.2,2023-03-25/04:00,"[0, 0, 1, 1]"
1017.6,1017.5,1018.5,1018.4,1017.7,1017.3,1017.9,1018.0,41.0,46.4,43.0,43.0,40.1,1.1,3.1,5.4,5.0,6.3,42.74,43.92,43.52,43.06,46.4,47.760000000000005,44.1,46.2,48.0,46.0,45.7,46.6,2023-03-25/03:00,"[0, 0, 0, 0]"
1017.4,1017.5,1019.4,1018.5,1017.8,1017.3,1017.8,1017.9,41.0,44.6,43.0,44.1,43.5,1.1,2.0,5.4,5.9,3.2,43.540000000000006,45.17999999999999,44.5,43.8,46.4,48.120000000000005,44.1,46.2,48.9,46.0,46.0,47.1,2023-03-25/02:00,"[0, 1, 0, 0]"
1017.1,1017.1,1018.9,1017.7,1017.1,1016.6,1017.5,1016.8,39.2,46.4,43.0,43.0,43.2,1.1,4.0,7.2,6.8,4.1,44.14000000000001,46.42,45.42,45.4,46.4,47.8,44.1,46.6,48.9,46.9,46.8,47.3,2023-03-25/01:00,"[0, 1, 1, 1]"
1016.1,1016.3,1017.0,1017.5,1016.8,1016.4,1017.3,1017.0,37.4,44.6,43.0,42.1,41.4,1.1,4.9,9.0,6.8,5.8,44.2,47.06,45.38,46.14,46.4,47.36,44.1,46.2,48.9,46.9,46.6,47.7,2023-03-25/00:00,"[0, 1, 1, 1]"
1016.5,1016.5,1018.1,1017.7,1017.0,1016.5,1017.2,1017.1,42.8,42.8,44.1,39.9,39.9,0.9,8.1,5.4,9.0,8.1,43.36,45.6,45.02,46.040000000000006,48.2,47.88,45.0,46.9,48.9,48.0,47.3,48.0,2023-03-24/23:00,"[0, 1, 1, 1]"
1015.5,1015.5,1017.4,1016.4,1015.8,1015.4,1016.4,1015.8,42.8,42.8,44.1,39.9,38.7,0.9,8.1,5.4,13.0,9.4,43.720000000000006,45.78,45.48,46.04,48.2,47.84,45.0,46.2,50.0,48.0,47.1,48.2,2023-03-24/22:00,"[0, 0, 1, 0]"
1015.1,1014.6,1016.7,1015.9,1015.2,1014.9,1015.2,1015.1,44.6,42.8,46.0,43.0,36.5,0.9,5.9,3.6,13.0,10.8,44.8,46.96,46.34,46.04,48.2,48.32,46.9,45.7,48.9,48.9,46.6,47.7,2023-03-24/21:00,"[0, 1, 1, 0]"
1014.9,1015.2,1017.1,1016.1,1015.5,1015.0,1015.5,1015.5,42.8,42.8,44.1,44.1,36.9,2.9,4.9,5.4,11.0,10.8,43.72,45.78,45.48,46.040000000000006,48.2,47.84,46.9,46.0,50.0,48.9,46.9,48.0,2023-03-24/20:00,"[1, 1, 0, 1]"
1015.7,1015.8,1017.6,1017.0,1016.3,1015.8,1016.2,1016.6,44.6,42.1,45.0,43.0,39.9,1.1,5.9,3.6,7.2,7.4,44.8,46.98,46.06,46.040000000000006,48.2,48.32,46.0,46.0,48.9,48.9,46.4,47.5,2023-03-24/19:00,"[1, 0, 0, 0]"
1015.0,1015.6,1017.0,1016.6,1016.0,1015.4,1015.9,1015.9,42.8,42.8,45.0,43.0,40.5,2.0,4.0,3.6,5.9,6.8,45.9,45.1,45.0,43.9,46.4,47.8,46.9,46.0,48.0,46.9,45.3,46.4,2023-03-24/18:00,"[1, 0, 0, 1]"
1015.6,1015.4,1016.9,1016.6,1015.9,1015.4,1015.9,1015.5,44.6,42.1,46.9,42.1,38.3,1.1,4.0,1.8,4.9,7.0,43.52,45.18,44.68,44.52,46.4,47.74,48.0,44.8,46.9,46.0,44.8,45.7,2023-03-24/17:00,"[1, 0, 1, 0]"
1015.3,1014.8,1016.6,1016.4,1015.6,1015.5,1016.1,1015.5,42.8,44.1,46.4,46.9,41.4,1.8,4.1,3.6,4.9,5.8,44.8,46.98,46.06,46.040000000000006,46.4,48.32000000000001,48.2,44.6,48.9,51.1,45.1,46.0,2023-03-24/16:00,"[1, 1, 0, 1]"
1014.8,1014.7,1016.6,1015.8,1015.2,1014.7,1016.0,1015.2,46.4,46.0,46.0,48.0,46.8,0.9,4.0,0.0,5.0,3.6,47.2,48.760000000000005,48.4,46.74,46.4,48.38,46.9,46.0,51.1,52.0,48.7,48.9,2023-03-24/15:00,"[1, 0, 1, 1]"
1014.6,1014.3,1016.0,1015.3,1014.9,1014.4,1014.9,1015.0,46.4,46.4,46.9,48.9,47.7,1.1,3.1,0.0,5.9,3.2,48.42,49.96,49.940000000000005,48.64,46.4,49.0,48.0,49.1,52.0,52.0,48.9,50.4,2023-03-24/14:00,"[1, 1, 1, 1]"
1014.2,1013.6,1017.2,1014.8,1014.1,1013.8,1014.6,1013.7,42.8,48.2,46.9,48.9,46.8,1.1,4.1,3.6,7.0,5.4,46.4,49.56,48.64,49.68000000000001,46.4,49.74,48.0,50.7,53.1,53.1,51.6,52.2,2023-03-24/13:00,"[1, 1, 1, 1]"
1012.3,1011.9,1014.1,1012.7,1013.0,1012.4,1012.7,1012.3,42.8,50.0,51.1,50.0,48.0,2.9,7.9,10.8,9.0,9.2,49.78,51.12,51.98,52.36,53.6,57.64000000000001,54.0,55.8,57.9,57.9,57.0,56.7,2023-03-24/11:00,"[1, 1, 1, 0]"
1009.1,1008.6,1010.5,1011.6,1009.1,1008.5,1009.2,1009.2,60.8,55.9,55.0,53.1,53.6,23.9,27.0,9.0,20.0,15.7,62.32000000000001,62.10000000000001,63.1,64.06,69.8,72.5,79.0,70.3,75.9,80.1,67.5,67.8,2023-03-23/22:00,"[0, 0, 0, 1]"
1009.6,1009.5,1011.3,1012.5,1009.7,1009.2,1010.2,1009.8,59.0,53.6,55.0,53.1,53.6,23.0,23.9,9.0,23.9,20.7,61.4,61.48,61.92,63.120000000000005,68.0,73.86,78.1,60.8,75.9,77.0,68.0,74.8,2023-03-23/21:00,"[1, 0, 0, 0]"
1014.5,1014.5,1016.0,1015.1,1014.6,1014.3,1015.0,1014.9,53.6,50.0,51.1,50.0,48.6,9.0,7.0,1.8,4.1,4.9,52.17999999999999,52.8,53.4,52.720000000000006,55.4,53.28,60.1,51.6,53.1,57.0,51.6,51.6,2023-03-23/16:00,"[1, 0, 0, 1]"
1015.7,1015.4,1017.3,1016.0,1015.8,1015.4,1016.0,1015.7,51.8,50.0,48.9,50.0,47.7,5.0,5.0,0.0,5.9,8.3,51.17999999999999,51.92,52.94,51.9,51.8,51.36,54.0,51.1,54.0,55.0,51.8,50.0,2023-03-23/15:00,"[1, 0, 0, 1]"
1016.0,1016.0,1017.8,1012.4,1016.3,1015.9,1016.4,1016.5,50.0,46.9,48.0,48.9,41.4,4.0,4.1,1.8,4.1,6.3,49.14,50.08,50.260000000000005,50.5,51.8,48.84,52.0,50.4,51.1,53.1,51.6,50.2,2023-03-23/14:00,"[0, 1, 0, 1]"
1016.9,1017.0,1018.3,1011.8,1017.2,1016.8,1017.6,1017.3,48.2,46.4,46.9,46.0,39.6,4.1,7.9,3.6,8.1,5.6,48.78000000000001,50.08,50.04,48.5,51.8,49.04,51.1,51.1,53.1,54.0,51.6,49.8,2023-03-23/13:00,"[1, 0, 0, 0]"
1017.3,1017.4,1019.0,1010.6,1017.9,1017.4,1018.1,1017.9,48.2,46.4,46.0,45.0,38.3,4.0,7.0,3.6,8.1,4.1,48.78,50.6,49.8,49.94,51.8,49.04,50.0,50.4,53.1,52.0,51.6,52.0,2023-03-23/11:00,"[1, 0, 0, 0]"
1029.2,1029.3,1031.4,1026.2800000000002,1029.8,1029.1,1030.1,1029.8,15.8,24.8,10.9,10.9,28.2,49.1,51.1,43.2,37.1,32.480000000000004,41.9,44.4,43.0,45.540000000000006,59.0,52.96,60.1,53.2,60.1,62.1,53.1,52.0,2023-03-21/18:00,"[0, 0, 0, 1]"
1002.6,1002.4,1005.0,1016.1,1002.4,1002.3,1003.1,1002.9,46.4,48.0,50.0,51.1,31.5,7.9,11.0,7.2,12.1,8.1,51.7,54.500000000000014,53.82000000000001,49.9,53.6,64.68,57.9,57.7,60.1,62.1,61.5,59.7,2023-03-18/02:00,"[0, 0, 0, 0]"
1004.4,1004.8,1006.6,1004.62,1004.6,1004.3,1005.0,1005.0,44.6,39.2,42.1,36.0,43.48,11.0,23.0,9.0,25.0,16.98,47.3,47.8,47.7,51.34,53.6,59.74,53.1,56.1,60.1,59.0,57.4,57.4,2023-03-17/18:00,"[1, 0, 1, 1]"
1009.1,1010.3,1013.4,1010.7,1009.4,1010.3,1010.0,1011.5,19.4,23.0,17.1,18.0,18.9,18.0,21.1,16.2,20.9,18.5,29.24,32.64,31.3,32.56,35.6,39.72,35.1,37.4,39.2,39.0,36.3,37.4,2023-03-14/14:00,"[0, 0, 1, 0]"
1008.5,1009.1,1012.1,1010.0,1009.2,1009.0,1009.0,1009.1,26.6,26.6,21.9,19.0,24.6,11.2,16.0,7.2,13.1,10.4,28.66,31.660000000000004,30.3,31.28,33.8,38.5,33.1,36.0,35.1,35.1,34.3,34.7,2023-03-14/11:00,"[0, 0, 0, 0]"
